created_at,driver_id,rating,driver_status,updated_at,driver_user_id,vehicle_id,rating_category,driver_experience_days,is_active,days_since_update,ride_id,rideer_user_id,pickup_location,dropoff_location,pickup_lat,pickup_long,dropoff_lat,dropoff_long,distance_km,ride_start_time,ride_end_time,Fare,rider_Status,ride_duration_min,uber_fare,driver_fare,fare_per_km,ride_shift,user_id,name,email,phone_number,password_hash,profile_picture,user_type,user_created_at,user_updated_at,Fitness_Certificate_Expiry,Fuel_Type,GPS_Enabled,Insurance_Expiry_Date,Registration_Date,capacity,color,model,vehicle_num,vehicle_type,vehicle_age_years,insurance_status,insurance_days_remaining,fitness_status,vehicle_age_group,pickup_location_id,pickup_location_name,pickup_master_latitude,pickup_master_longitude,pickup_description,dropoff_location_id,dropoff_location_name,dropoff_master_latitude,dropoff_master_longitude,dropoff_description
2020-06-06,DL-28************55,1.3,active,2021-03-12,U8090,V1603,Poor,2209,1,1930,,,,,,,,,,,,,,,,,,,U8090,User8090,U******@gmail.com,+91 94******83,W>7 ************** YU',https://example.com/user8090.jpg,driver,2020-06-06,2021-03-12,2025-09-10,Petrol,false,2023-09-10,2018-09-10,7,Red,Hyundai,KA 41 OW 8**9,SUV,7.79,Expired,0,Expired,Old,,,,,,,,,,
2021-11-13,DL-28************64,4.0,active,2024-05-22,U13362,V2666,Good,1684,1,763,,,,,,,,,,,,,,,,,,,U13362,User13362,U******@gmail.com,+91 91******21,=i! ************** _bb,https://example.com/user13362.jpg,driver,2021-11-13,2024-05-22,2022-10-13,Diesel,false,2020-10-13,2015-10-13,6,Red,Tata,KA 53 XS 5**7,Hatchbacks,10.7,Expired,0,Expired,Old,,,,,,,,,,
2023-02-06,DL-28************64,4.8,active,2023-07-24,U14845,V2967,Excellent,1234,1,1066,,,,,,,,,,,,,,,,,,,U14845,User14845,U******@gmail.com,+91 94******81,6%5 ************** buQ,https://example.com/user14845.jpg,driver,2023-02-06,2023-07-24,2023-12-05,Diesel,true,2021-12-05,2016-12-05,6,Black,Honda,KA 04 KZ 5**3,SUV,9.55,Expired,0,Expired,Old,,,,,,,,,,
2020-01-08,DL-28************80,3.7,active,2022-12-24,U8043,V1591,Good,2359,1,1278,,,,,,,,,,,,,,,,,,,U8043,User8043,U******@gmail.com,+91 70******67,0[4 ************** =i=,https://example.com/user8043.jpg,driver,2020-01-08,2022-12-24,2026-12-01,Diesel,true,2024-12-01,2019-12-01,5,Red,Tata,KA 53 RC 5**5,Sedan,6.56,Expired,0,Valid,Mid-Age,,,,,,,,,,
2021-07-05,DL-28************80,1.6,active,2022-03-12,U8402,V1677,Poor,1815,1,1565,,,,,,,,,,,,,,,,,,,U8402,User8402,U******@gmail.com,+91 95******80,jj> ************** "x_,https://example.com/user8402.jpg,driver,2021-07-05,2022-03-12,2027-06-09,Petrol,true,2025-06-09,2020-06-09,5,Black,Honda,KA 41 PW 7**3,Hatchbacks,6.04,Expired,0,Valid,Mid-Age,,,,,,,,,,
2023-12-17,DL-28************81,2.7,active,2024-05-06,U4091,V0781,Average,920,1,779,,,,,,,,,,,,,,,,,,,U4091,User4091,U******@gmail.com,+91 70******23,?Bk ************** *}.,https://example.com/user4091.jpg,driver,2023-12-17,2024-05-06,2023-02-25,Diesel,true,2021-02-25,2016-02-25,6,Red,Tata,KA 02 IY 8**6,Sedan,10.33,Expired,0,Expired,Old,,,,,,,,,,
2021-05-06,DL-28************81,4.3,active,2023-01-05,U11592,V2312,Good,1875,1,1266,,,,,,,,,,,,,,,,,,,U11592,User11592,U******@gmail.com,+91 73******86,Pm3 ************** Vad,https://example.com/user11592.jpg,driver,2021-05-06,2023-01-05,2028-08-23,Diesel,true,2026-08-23,2021-08-23,7,White,Hyundai,KA 53 IK 7**4,SUV,4.84,Active,60,Valid,Mid-Age,,,,,,,,,,
2023-06-06,DL-28************81,4.6,active,2023-08-12,U11729,V2343,Excellent,1114,1,1047,,,,,,,,,,,,,,,,,,,U11729,User11729,U******@gmail.com,+91 77******16,B0n ************** |}H,https://example.com/user11729.jpg,driver,2023-06-06,2023-08-12,2023-01-26,Petrol,true,2021-01-26,2016-01-26,7,Red,Suzuki,KA 52 FT 7**7,SUV,10.41,Expired,0,Expired,Old,,,,,,,,,,
2020-07-04,DL-29************34,2.5,active,2020-12-12,U10051,V2015,Average,2181,1,2020,,,,,,,,,,,,,,,,,,,U10051,User10051,U******@gmail.com,+91 81******13,d=a ************** (2n,https://example.com/user10051.jpg,driver,2020-07-04,2020-12-12,2023-06-23,Diesel,true,2021-06-23,2016-06-23,5,Red,Suzuki,KA 01 CL 2**6,Sedan,10.0,Expired,0,Expired,Old,,,,,,,,,,
2022-02-28,DL-29************40,5.7,active,2022-11-11,U7551,V1494,Excellent,1577,1,1321,,,,,,,,,,,,,,,,,,,U7551,User7551,U******@gmail.com,+91 75******15,?q[ ************** $~G,https://example.com/user7551.jpg,driver,2022-02-28,2022-11-11,2027-09-20,Diesel,true,2025-09-20,2020-09-20,7,Black,Tata,KA 04 XY 4**6,Sedan,5.76,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-08-11,DL-29************40,5.5,active,2022-05-20,U14395,V2868,Excellent,2143,1,1496,,,,,,,,,,,,,,,,,,,U14395,User14395,U******@gmail.com,+91 76******14,)K- ************** PYE,https://example.com/user14395.jpg,driver,2020-08-11,2022-05-20,2022-08-08,Diesel,false,2020-08-08,2015-08-08,6,Red,Tata,KA 51 VB 6**6,Hatchbacks,10.88,Expired,0,Expired,Old,,,,,,,,,,
2024-08-04,DL-29************78,2.3,inactive,2024-10-30,U10524,V2105,Poor,689,0,602,,,,,,,,,,,,,,,,,,,U10524,User10524,U******@gmail.com,+91 83******47,iod ************** K"0,https://example.com/user10524.jpg,driver,2024-08-04,2024-10-30,2028-05-16,Diesel,true,2026-05-16,2021-05-16,4,White,Hyundai,KA 51 OZ 5**7,SUV,5.1,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-11-27,DL-29************82,2.1,active,2022-07-03,U4478,V0858,Poor,2035,1,1452,,,,,,,,,,,,,,,,,,,U4478,User4478,U******@gmail.com,+91 75******00,'eB ************** xS~,https://example.com/user4478.jpg,driver,2020-11-27,2022-07-03,2028-10-10,Petrol,true,2026-10-10,2021-10-10,6,White,Tata,KA 41 HX 5**5,SUV,4.7,Active,108,Valid,Mid-Age,,,,,,,,,,
2020-07-19,DL-29************94,5.0,inactive,2021-03-15,U0686,V0132,Excellent,2166,0,1927,,,,,,,,,,,,,,,,,,,U0686,User686,U******@gmail.com,+91 90******64,8Sd ************** |3z,https://example.com/user686.jpg,driver,2020-07-19,2021-03-15,2027-01-11,Diesel,true,2025-01-11,2020-01-11,6,Red,Suzuki,KA 51 ZP 6**3,Hatchbacks,6.45,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-02-23,DL-30************15,1.4,inactive,2021-07-07,U0699,V0134,Poor,2313,0,1813,,,,,,,,,,,,,,,,,,,U0699,User699,U******@gmail.com,+91 78******12,m33 ************** zoj,https://example.com/user699.jpg,driver,2020-02-23,2021-07-07,2024-08-03,Diesel,true,2022-08-03,2017-08-03,4,Black,Suzuki,KA 41 VA 8**1,SUV,8.89,Expired,0,Expired,Old,,,,,,,,,,
2022-12-27,DL-30************27,2.7,active,2023-06-06,U0817,V0155,Average,1275,1,1114,,,,,,,,,,,,,,,,,,,U0817,User817,U******@gmail.com,+91 94******45,5m: ************** 7g?,https://example.com/user817.jpg,driver,2022-12-27,2023-06-06,2023-05-06,Diesel,true,2021-05-06,2016-05-06,5,Blue,Honda,KA 53 QO 4**6,Sedan,10.13,Expired,0,Expired,Old,,,,,,,,,,
2022-08-30,DL-30************32,2.5,active,2022-09-02,U9097,V1820,Average,1394,1,1391,,,,,,,,,,,,,,,,,,,U9097,User9097,U******@gmail.com,+91 87******37,"R5. ************** u,o",https://example.com/user9097.jpg,driver,2022-08-30,2022-09-02,2026-09-25,Diesel,false,2024-09-25,2019-09-25,7,Blue,Tata,KA 01 GE 8**6,Hatchbacks,6.75,Expired,0,Valid,Mid-Age,,,,,,,,,,
2023-10-04,DL-30************37,4.2,active,2024-03-01,U9657,V1925,Good,994,1,845,,,,,,,,,,,,,,,,,,,U9657,User9657,U******@gmail.com,+91 86******16,3X< ************** "*a,https://example.com/user9657.jpg,driver,2023-10-04,2024-03-01,2028-09-16,Diesel,true,2026-09-16,2021-09-16,5,Black,Honda,KA 53 QX 6**3,Hatchbacks,4.77,Active,84,Valid,Mid-Age,,,,,,,,,,
2023-01-03,DL-30************60,1.3,active,2023-05-22,U13972,V2785,Poor,1268,1,1129,,,,,,,,,,,,,,,,,,,U13972,User13972,U******@gmail.com,+91 74******68,EZL ************** >E(,https://example.com/user13972.jpg,driver,2023-01-03,2023-05-22,2026-05-16,Diesel,true,2024-05-16,2019-05-16,5,Blue,Honda,KA 53 VY 4**5,SUV,7.1,Expired,0,Expired,Old,,,,,,,,,,
2022-05-17,DL-30************74,6.0,active,2023-07-28,U11613,V2318,Excellent,1499,1,1062,,,,,,,,,,,,,,,,,,,U11613,User11613,U******@gmail.com,+91 93******95,nit ************** =k|,https://example.com/user11613.jpg,driver,2022-05-17,2023-07-28,2025-12-28,Diesel,true,2023-12-28,2018-12-28,5,Blue,Tata,KA 04 HL 1**6,Hatchbacks,7.49,Expired,0,Expired,Old,,,,,,,,,,
2020-08-14,DL-31************15,4.6,active,2021-05-15,U4372,V0841,Excellent,2140,1,1866,,,,,,,,,,,,,,,,,,,U4372,User4372,U******@gmail.com,+91 73******76,P9V ************** !f#,https://example.com/user4372.jpg,driver,2020-08-14,2021-05-15,2022-05-08,Diesel,true,2020-05-08,2015-05-08,4,Blue,Honda,KA 01 ZW 9**9,SUV,11.13,Expired,0,Expired,Old,,,,,,,,,,
2022-04-06,DL-31************59,2.3,active,2022-08-24,U1743,V0333,Poor,1540,1,1400,,,,,,,,,,,,,,,,,,,U1743,User1743,U******@gmail.com,+91 79******62,mTK ************** [=v,https://example.com/user1743.jpg,driver,2022-04-06,2022-08-24,2023-03-06,Petrol,true,2021-03-06,2016-03-06,4,White,Suzuki,KA 41 ND 7**8,SUV,10.3,Expired,0,Expired,Old,,,,,,,,,,
2022-08-03,DL-31************59,3.0,active,2024-04-24,U4124,V0789,Average,1421,1,791,,,,,,,,,,,,,,,,,,,U4124,User4124,U******@gmail.com,+91 94******71,f*5 ************** =V%,https://example.com/user4124.jpg,driver,2022-08-03,2024-04-24,2028-11-17,Diesel,true,2026-11-17,2021-11-17,6,Black,Hyundai,KA 53 YM 4**1,SUV,4.6,Active,146,Valid,Mid-Age,,,,,,,,,,
2023-09-23,DL-31************60,4.2,active,2024-02-20,U9383,V1871,Good,1005,1,855,,,,,,,,,,,,,,,,,,,U9383,User9383,U******@gmail.com,+91 78******21,q5" ************** !I],https://example.com/user9383.jpg,driver,2023-09-23,2024-02-20,2022-06-16,Diesel,true,2020-06-16,2015-06-16,7,Red,Honda,KA 04 JW 9**5,SUV,11.02,Expired,0,Expired,Old,,,,,,,,,,
2022-09-18,DL-31************69,4.4,active,2023-03-29,U9319,V1861,Good,1375,1,1183,,,,,,,,,,,,,,,,,,,U9319,User9319,U******@gmail.com,+91 93******28,{ka ************** u!:,https://example.com/user9319.jpg,driver,2022-09-18,2023-03-29,2022-11-02,Petrol,false,2020-11-02,2015-11-02,4,White,Suzuki,KA 04 EI 8**3,SUV,10.64,Expired,0,Expired,Old,,,,,,,,,,
2020-04-18,DL-31************69,4.6,active,2023-03-20,U12079,V2406,Excellent,2258,1,1192,,,,,,,,,,,,,,,,,,,U12079,User12079,U******@gmail.com,+91 98******17,~VO ************** &~8,https://example.com/user12079.jpg,driver,2020-04-18,2023-03-20,2024-03-13,Diesel,true,2022-03-13,2017-03-13,4,White,Hyundai,KA 02 MO 8**7,Sedan,9.28,Expired,0,Expired,Old,,,,,,,,,,
2024-07-07,DL-31************70,3.2,active,2024-11-03,U10776,V2156,Average,717,1,598,,,,,,,,,,,,,,,,,,,U10776,User10776,U******@gmail.com,+91 96******04,=0N ************** =W5,https://example.com/user10776.jpg,driver,2024-07-07,2024-11-03,2026-10-30,Petrol,false,2024-10-30,2019-10-30,4,White,Honda,KA 01 WL 3**5,Sedan,6.65,Expired,0,Valid,Mid-Age,,,,,,,,,,
2022-10-10,DL-31************78,2.6,inactive,2024-09-26,U4282,V0829,Average,1353,0,636,,,,,,,,,,,,,,,,,,,U4282,User4282,U******@gmail.com,+91 75******28,@wh ************** bU8,https://example.com/user4282.jpg,driver,2022-10-10,2024-09-26,2022-04-12,Petrol,true,2020-04-12,2015-04-12,5,Black,Honda,KA 04 YS 7**3,Hatchbacks,11.2,Expired,0,Expired,Old,,,,,,,,,,
2022-07-11,DL-31************90,4.6,active,2022-11-13,U5434,V1055,Excellent,1444,1,1319,,,,,,,,,,,,,,,,,,,U5434,User5434,U******@gmail.com,+91 83******65,9I6 ************** aHL,https://example.com/user5434.jpg,driver,2022-07-11,2022-11-13,2026-06-17,Diesel,false,2024-06-17,2019-06-17,5,Red,Honda,KA 52 BN 1**4,Hatchbacks,7.02,Expired,0,Expired,Old,,,,,,,,,,
2022-02-10,DL-32************11,3.0,active,2024-05-08,U9204,V1841,Average,1595,1,777,,,,,,,,,,,,,,,,,,,U9204,User9204,U******@gmail.com,+91 85******56,k'" ************** bSI,https://example.com/user9204.jpg,driver,2022-02-10,2024-05-08,2024-12-03,Petrol,true,2022-12-03,2017-12-03,7,White,Hyundai,KA 52 CP 3**6,Hatchbacks,8.56,Expired,0,Expired,Old,,,,,,,,,,
2023-02-23,DL-32************17,3.9,active,2024-09-18,U12409,V2462,Good,1217,1,644,,,,,,,,,,,,,,,,,,,U12409,User12409,U******@gmail.com,+91 84******00,Wvm ************** 'kf,https://example.com/user12409.jpg,driver,2023-02-23,2024-09-18,2026-09-25,Petrol,true,2024-09-25,2019-09-25,6,Red,Hyundai,KA 41 FH 1**3,Sedan,6.75,Expired,0,Valid,Mid-Age,,,,,,,,,,
2022-02-02,DL-32************18,3.2,active,2024-11-05,U5729,V1122,Average,1603,1,596,,,,,,,,,,,,,,,,,,,U5729,User5729,U******@gmail.com,+91 73******56,3s} ************** pZU,https://example.com/user5729.jpg,driver,2022-02-02,2024-11-05,2024-02-13,Petrol,true,2022-02-13,2017-02-13,5,White,Suzuki,KA 02 NR 9**6,SUV,9.36,Expired,0,Expired,Old,,,,,,,,,,
2023-04-28,DL-32************18,4.6,active,2023-09-16,U12251,V2435,Excellent,1153,1,1012,,,,,,,,,,,,,,,,,,,U12251,User12251,U******@gmail.com,+91 84******79,*Xv ************** [rG,https://example.com/user12251.jpg,driver,2023-04-28,2023-09-16,2026-10-04,Petrol,false,2024-10-04,2019-10-04,7,White,Tata,KA 51 JM 4**5,Sedan,6.72,Expired,0,Valid,Mid-Age,,,,,,,,,,
2021-10-12,DL-32************24,4.2,active,2023-08-12,U8702,V1739,Good,1716,1,1047,,,,,,,,,,,,,,,,,,,U8702,User8702,U******@gmail.com,+91 87******36,Mtl ************** UB",https://example.com/user8702.jpg,driver,2021-10-12,2023-08-12,2026-01-14,Diesel,true,2024-01-14,2019-01-14,7,Blue,Hyundai,KA 01 ZO 5**2,Sedan,7.44,Expired,0,Expired,Old,,,,,,,,,,
2023-01-24,DL-32************54,3.3,active,2024-10-04,U2842,V0528,Average,1247,1,628,,,,,,,,,,,,,,,,,,,U2842,User2842,U******@gmail.com,+91 76******92,nBZ ************** NmO,https://example.com/user2842.jpg,driver,2023-01-24,2024-10-04,2026-07-28,Diesel,true,2024-07-28,2019-07-28,5,White,Honda,KA 04 KI 1**3,Hatchbacks,6.91,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-09-25,DL-32************81,1.6,inactive,2024-05-03,U10754,V2153,Poor,2098,0,782,,,,,,,,,,,,,,,,,,,U10754,User10754,U******@gmail.com,+91 94******14,daO ************** <+p,https://example.com/user10754.jpg,driver,2020-09-25,2024-05-03,2025-05-13,Petrol,true,2023-05-13,2018-05-13,6,Red,Tata,KA 03 TC 9**3,Hatchbacks,8.11,Expired,0,Expired,Old,,,,,,,,,,
2022-06-09,DL-33************14,2.6,active,2023-07-31,U11883,V2371,Average,1476,1,1059,,,,,,,,,,,,,,,,,,,U11883,User11883,U******@gmail.com,+91 87******11,>J< ************** FZ4,https://example.com/user11883.jpg,driver,2022-06-09,2023-07-31,2028-04-06,Diesel,true,2026-04-06,2021-04-06,7,Blue,Honda,KA 52 VJ 2**9,Hatchbacks,5.22,Expired,0,Valid,Mid-Age,,,,,,,,,,
2021-07-04,DL-33************32,5.5,active,2023-09-05,U9426,V1875,Excellent,1816,1,1023,,,,,,,,,,,,,,,,,,,U9426,User9426,U******@gmail.com,+91 88******41,@7/ ************** |)C,https://example.com/user9426.jpg,driver,2021-07-04,2023-09-05,2026-08-30,Petrol,true,2024-08-30,2019-08-30,7,Red,Honda,KA 04 OV 5**9,Sedan,6.82,Expired,0,Valid,Mid-Age,,,,,,,,,,
2021-10-18,DL-33************57,4.6,active,2023-03-08,U3283,V0624,Excellent,1710,1,1204,,,,,,,,,,,,,,,,,,,U3283,User3283,U******@gmail.com,+91 90******06,knE ************** CPK,https://example.com/user3283.jpg,driver,2021-10-18,2023-03-08,2028-11-10,Diesel,true,2026-11-10,2021-11-10,4,Black,Suzuki,KA 01 HD 6**7,Sedan,4.62,Active,139,Valid,Mid-Age,,,,,,,,,,
2022-02-26,DL-33************91,2.5,active,2023-08-20,U7367,V1461,Average,1579,1,1039,,,,,,,,,,,,,,,,,,,U7367,User7367,U******@gmail.com,+91 78******66,6SL ************** 'A$,https://example.com/user7367.jpg,driver,2022-02-26,2023-08-20,2023-02-22,Diesel,true,2021-02-22,2016-02-22,7,Red,Honda,KA 01 NX 9**4,SUV,10.34,Expired,0,Expired,Old,,,,,,,,,,
2022-05-05,DL-34************15,3.6,active,2023-07-31,U1856,V0357,Good,1511,1,1059,,,,,,,,,,,,,,,,,,,U1856,User1856,U******@gmail.com,+91 91******10,]rN ************** wQu,https://example.com/user1856.jpg,driver,2022-05-05,2023-07-31,2024-10-20,Diesel,false,2022-10-20,2017-10-20,4,White,Honda,KA 41 ZD 5**5,Sedan,8.68,Expired,0,Expired,Old,,,,,,,,,,
2021-01-04,DL-34************24,5.9,active,2022-06-11,U6839,V1359,Excellent,1997,1,1474,,,,,,,,,,,,,,,,,,,U6839,User6839,U******@gmail.com,+91 98******12,(Mx ************** 1an,https://example.com/user6839.jpg,driver,2021-01-04,2022-06-11,2027-01-01,Diesel,true,2025-01-01,2020-01-01,4,White,Honda,KA 53 PJ 2**1,SUV,6.48,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-01-10,DL-35************36,1.6,active,2022-10-14,U10140,V2036,Poor,2357,1,1349,,,,,,,,,,,,,,,,,,,U10140,User10140,U******@gmail.com,+91 89******06,T_~ ************** {JL,https://example.com/user10140.jpg,driver,2020-01-10,2022-10-14,2027-05-08,Petrol,false,2025-05-08,2020-05-08,4,White,Hyundai,KA 04 IN 2**9,SUV,6.13,Expired,0,Valid,Mid-Age,,,,,,,,,,
2021-09-02,DL-35************68,2.1,inactive,2022-06-27,U11765,V2351,Poor,1756,0,1458,,,,,,,,,,,,,,,,,,,U11765,User11765,U******@gmail.com,+91 85******66,s29 ************** 5&",https://example.com/user11765.jpg,driver,2021-09-02,2022-06-27,2025-03-31,Diesel,false,2023-03-31,2018-03-31,6,White,Tata,KA 01 WV 4**7,Sedan,8.23,Expired,0,Expired,Old,,,,,,,,,,
2021-06-20,DL-36************22,5.0,active,2024-06-28,U8625,V1723,Excellent,1830,1,726,,,,,,,,,,,,,,,,,,,U8625,User8625,U******@gmail.com,+91 98******19,='@ ************** J?V,https://example.com/user8625.jpg,driver,2021-06-20,2024-06-28,2025-03-17,Electric,true,2023-03-17,2018-03-17,4,White,Honda,KA 04 JL 7**1,Sedan,8.27,Expired,0,Expired,Old,,,,,,,,,,
2020-10-23,DL-36************22,2.2,active,2024-08-08,U14458,V2888,Poor,2070,1,685,,,,,,,,,,,,,,,,,,,U14458,User14458,U******@gmail.com,+91 81******79,Iy? ************** i_P,https://example.com/user14458.jpg,driver,2020-10-23,2024-08-08,2028-05-11,Petrol,true,2026-05-11,2021-05-11,6,Blue,Honda,KA 41 DK 2**7,Hatchbacks,5.12,Expired,0,Valid,Mid-Age,,,,,,,,,,
2022-05-05,DL-36************43,4.4,active,2022-05-30,U10854,V2171,Good,1511,1,1486,,,,,,,,,,,,,,,,,,,U10854,User10854,U******@gmail.com,+91 72******19,WET ************** L#3,https://example.com/user10854.jpg,driver,2022-05-05,2022-05-30,2028-05-18,Diesel,false,2026-05-18,2021-05-18,4,Red,Honda,KA 41 TF 2**5,Hatchbacks,5.1,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-12-17,DL-36************53,4.9,active,2020-12-21,U6672,V1318,Excellent,2015,1,2011,,,,,,,,,,,,,,,,,,,U6672,User6672,U******@gmail.com,+91 93******67,/8k ************** f_H,https://example.com/user6672.jpg,driver,2020-12-17,2020-12-21,2023-05-27,Diesel,true,2021-05-27,2016-05-27,4,Black,Toyota,KA 53 SV 5**3,Hatchbacks,10.08,Expired,0,Expired,Old,,,,,,,,,,
2021-01-30,DL-36************84,3.8,active,2024-07-29,U1384,V0256,Good,1971,1,695,,,,,,,,,,,,,,,,,,,U1384,User1384,U******@gmail.com,+91 87******44,~Yn ************** Kv],https://example.com/user1384.jpg,driver,2021-01-30,2024-07-29,2027-06-26,Petrol,false,2025-06-26,2020-06-26,5,White,Toyota,KA 51 MH 8**8,Hatchbacks,5.99,Expired,0,Valid,Mid-Age,,,,,,,,,,
2020-07-05,DL-37************30,2.6,active,2020-09-18,U6996,V1393,Average,2180,1,2105,,,,,,,,,,,,,,,,,,,U6996,User6996,U******@gmail.com,+91 71******54,uUi ************** ]**,https://example.com/user6996.jpg,driver,2020-07-05,2020-09-18,2023-03-26,Diesel,true,2021-03-26,2016-03-26,5,White,Tata,KA 41 UQ 2**5,Hatchbacks,10.24,Expired,0,Expired,Old,,,,,,,,,,
2024-07-12,DL-37************38,1.3,active,2024-08-13,U14597,V2911,Poor,712,1,680,,,,,,,,,,,,,,,,,,,U14597,User14597,U******@gmail.com,+91 94******93,)gz ************** g6>,https://example.com/user14597.jpg,driver,2024-07-12,2024-08-13,2024-09-22,Diesel,true,2022-09-22,2017-09-22,4,Red,Toyota,KA 03 SP 9**5,SUV,8.76,Expired,0,Expired,Old,,,,,,,,,,
2022-11-22,DL-37************55,4.1,active,2023-08-27,U15109,V3013,Good,1310,1,1032,,,,,,,,,,,,,,,,,,,U15109,User15109,U******@gmail.com,+91 84******43,7VU ************** @+9,https://example.com/user15109.jpg,driver,2022-11-22,2023-08-27,2022-09-16,Diesel,false,2020-09-16,2015-09-16,4,Red,Toyota,KA 52 LV 1**1,Hatchbacks,10.77,Expired,0,Expired,Old,,,,,,,,,,
2023-04-08,DL-37************58,5.4,active,2023-05-28,U12124,V2413,Excellent,1173,1,1123,,,,,,,,,,,,,,,,,,,U12124,User12124,U******@gmail.com,+91 81******78,eE$ ************** {7j,https://example.com/user12124.jpg,driver,2023-04-08,2023-05-28,2026-03-02,Diesel,false,2024-03-02,2019-03-02,4,Black,Toyota,KA 51 NK 3**8,Hatchbacks,7.31,Expired,0,Expired,Old,,,,,,,,,,
2021-04-13,DL-37************60,4.0,active,2023-04-08,U8782,V1755,Good,1898,1,1173,,,,,,,,,,,,,,,,,,,U8782,User8782,U******@gmail.com,+91 82******91,>nv ************** |cJ,https://example.com/user8782.jpg,driver,2021-04-13,2023-04-08,2023-02-26,Diesel,true,2021-02-26,2016-02-26,7,Blue,Honda,KA 41 FO 7**9,SUV,10.33,Expired,0,Expired,Old,,,,,,,,,,
2020-07-06,DL-37************73,1.2,active,2024-03-29,U7784,V1545,Poor,2179,1,817,,,,,,,,,,,,,,,,,,,U7784,User7784,U******@gmail.com,+91 96******85,&&g ************** qP3,https://example.com/user7784.jpg,driver,2020-07-06,2024-03-29,2022-08-30,Diesel,true,2020-08-30,2015-08-30,6,Blue,Honda,KA 52 DL 9**7,Hatchbacks,10.82,Expired,0,Expired,Old,,,,,,,,,,
2020-05-11,DL-37************73,1.1,active,2020-09-08,U10639,V2127,Poor,2235,1,2115,,,,,,,,,,,,,,,,,,,U10639,User10639,U******@gmail.com,+91 85******43,>o@ ************** yG9,https://example.com/user10639.jpg,driver,2020-05-11,2020-09-08,2022-11-30,Diesel,true,2020-11-30,2015-11-30,4,Black,Tata,KA 51 ZQ 6**5,Sedan,10.57,Expired,0,Expired,Old,,,,,,,,,,
2024-08-13,DL-38************28,4.6,active,2024-11-19,U1723,V0324,Excellent,680,1,582,,,,,,,,,,,,,,,,,,,U1723,User1723,U******@gmail.com,+91 95******12,hnu ************** en3,https://example.com/user1723.jpg,driver,2024-08-13,2024-11-19,2025-09-30,Petrol,false,2023-09-30,2018-09-30,7,White,Toyota,KA 51 EZ 3**5,Hatchbacks,7.73,Expired,0,Expired,Old,,,,,,,,,,
2020-06-04,DL-38************32,4.8,inactive,2020-12-09,U0279,V0059,Excellent,2211,0,2023,,,,,,,,,,,,,,,,,,,U0279,User279,U******@gmail.com,+91 84******11,&oN ************** C<j,https://example.com/user279.jpg,driver,2020-06-04,2020-12-09,2025-12-11,Diesel,true,2023-12-11,2018-12-11,4,Blue,Toyota,KA 52 HC 9**2,Sedan,7.53,Expired,0,Expired,Old,,,,,,,,,,
2023-12-22,DL-38************34,2.8,active,2024-03-22,U8249,V1639,Average,915,1,824,,,,,,,,,,,,,,,,,,,U8249,User8249,U******@gmail.com,+91 87******84,1N] ************** s)H,https://example.com/user8249.jpg,driver,2023-12-22,2024-03-22,2028-03-24,Petrol,false,2026-03-24,2021-03-24,4,Black,Honda,KA 41 FD 7**8,SUV,5.25,Expired,0,Valid,Mid-Age,,,,,,,,,,
2021-02-01,DL-38************71,3.5,active,2024-06-21,U6694,V1321,Good,1969,1,733,,,,,,,,,,,,,,,,,,,U6694,User6694,U******@gmail.com,+91 93******62,L>N ************** w4Q,https://example.com/user6694.jpg,driver,2021-02-01,2024-06-21,2028-12-07,Diesel,false,2026-12-07,2021-12-07,4,Blue,Toyota,KA 52 FO 1**7,Sedan,4.55,Active,166,Valid,Mid-Age,,,,,,,,,,
2021-09-16,DL-38************79,5.6,active,2023-06-06,U11216,V2239,Excellent,1742,1,1114,,,,,,,,,,,,,,,,,,,U11216,User11216,U******@gmail.com,+91 95******35,jH2 ************** Zjq,https://example.com/user11216.jpg,driver,2021-09-16,2023-06-06,2025-05-16,Diesel,false,2023-05-16,2018-05-16,6,Blue,Toyota,KA 04 UN 5**7,Hatchbacks,8.1,Expired,0,Expired,Old,,,,,,,,,,
2024-01-10,DL-38************83,5.9,active,2024-06-12,U13779,V2746,Excellent,896,1,742,,,,,,,,,,,,,,,,,,,U13779,User13779,U******@gmail.com,+91 85******14,KsE ************** lQ#,https://example.com/user13779.jpg,driver,2024-01-10,2024-06-12,2025-05-27,Electric,true,2023-05-27,2018-05-27,6,Blue,Honda,KA 04 QC 9**1,SUV,8.08,Expired,0,Expired,Old,,,,,,,,,,
2023-04-02,DL-38************84,4.3,active,2024-04-06,U3026,V0567,Good,1179,1,809,,,,,,,,,,,,,,,,,,,U3026,User3026,U******@gmail.com,+91 72******42,S*_ ************** QH},https://example.com/user3026.jpg,driver,2023-04-02,2024-04-06,2023-12-07,Petrol,true,2021-12-07,2016-12-07,7,Black,Toyota,KA 02 XJ 2**4,SUV,9.55,Expired,0,Expired,Old,,,,,,,,,,
